title,sinopsis,isbn
The Eyes of the Dragon,"The Eyes of the Dragon is a fantasy novel by American writer Stephen King, first published as a limited edition slipcased hardcover by Philtrum Press in 1984, illustrated by Kenneth R. Linkhauser. The novel would later be published for the mass market by Viking in 1987, with illustrations by David Palladini. This trade edition was slightly revised for publication. The 1995 French edition did not reproduce the American illustrations; it included brand new illustrations by Christian Heinrich, and a 2016 new French version also included brand new illustrations, by Nicolas Duffaut. At the time of publication, it was a deviation from the norm for King, who was best known for his horror fiction. The book is a work of epic fantasy in a quasi-medieval setting, with a clearly established battle between good and evil, and magic playing a lead role. The Eyes of the Dragon was originally titled The Napkins. ---------- Also contained in: [Ominbus](https://openlibrary.org/works/OL25080326W)",0751504572
"The Deep End of the Ocean (Cappadora Family, #1)",,0140286276
The Complete Fairy Tales,,0517092913
Year of Wonders,"This is the story of a young woman's struggle to save her family and her soul during the year of 1666, when plague suddenly visits her small Derbyshire village and the villagers, inspired by a charismatic preacher, elect to quarantine themselves.",0142001430
"Firefly Lane (Firefly Lane, #1)",,0312364083
The Prince and the Pauper,,0451528352
The White Tiger,"Balram Halwai is a complicated man. Servant. Philosopher. Entrepreneur. Murderer. Over the course of seven nights, by the scattered light of a preposterous chandelier, Balram tells the terrible and transfixing story of how he came to be a success in life -- having nothing but his own wits to help him along.",1416562591
The Republic,,0140449140
"Shadow of Night (All Souls Trilogy, #2)",,0670023485
"A is for Alibi (Kinsey Millhone, #1)",,0312938993
Dirk Gently's Holistic Detective Agency (Dirk Gently #1),,0671746723
The Year of Magical Thinking,"""this happened on December 30, 2003. That may seem a while ago but it won't when it happens to you . . .""In this dramatic adaptation of her award-winning, bestselling memoir (which Michiko Kakutani in The New York Times called ""an indelible portrait of loss and grief . . . a haunting portrait of a four-decade-long marriage), Joan Didion transforms the story of the sudden and unexpected loss of her husband and their only daughter into a stunning and powerful one-woman play.The first theatrical production of The Year of Magical Thinking opened at the Booth Theatre on March 29, 2007, starring Vanessa Redgrave and directed by David Hare.From the Trade Paperback edition.",1400078431
"Left Behind (Left Behind, #1)",,0842342702
A Fine Balance,"A Fine Balance is Rohinton Mistry's eagerly awaited second novel and follows his critically acclaimed Such a Long Journey, the book that won three prestigious literary awards in 1991. Set in India in the mid-1970s, A Fine Balance is a richly textured novel which sweeps the reader up into its special world. Large in scope, the narrative focuses on four unlikely people who come together in a flat in the city soon after the government declares a ""State of Internal Emergency."" Through days of bleakness and hope, their lives become entwined in circumstances no one could have foreseen. There is Dina Dalal, a widow who makes a difficult living as a seamstress, determined not to remarry or rely on her brother's charity; Maneck Kohlah, a student from a hillstation near the Himalays, uprooted from home by his parents' wish to send him to college in the city; and Ishvar and his nephew, Omprakash, tailors by trade, who fleeing caste violence, leave their village in the interiour to find employment. The narrative reaches back in time to follow the stories of these four people - the lives they began with, the places they left behind. This stunning portrayal of a country undergoing change is alive with enduring images; a shopkeeper gazing out over a landscape, once-beloved, now transformed by the smoke of squatters' cooking fires; a helicopter bomarding a political rally with rose petals while the Prime Minister's son floats past in a hot-air balloon; men and women being transported in open trucks to a sterilization clinic; four people tenderly piecing together their history in the squares of a quilt. Mistry gives us an unforgettable community of characters, among them; Nusswan, a successful businessman and Dina's tyrannical yet well-meaning older brother; Rajaram, the hair-collector, who befriends the two tailors; Beggarmaster, who wheels and deals in human lives; the Potency Peddler, who hawks his wares on market day; Shanti, the young woman who inhabits Omprakash's most heated fantasies; Mr. Valmik, a proofreader who weeps copiously due to an allergy to printing ink; Farokh Kohlah, Maneck's melancholy father, marooned in the past, less and less able to accept the world as it must be. Mistry brilliantly evokes the novel's several locales, creating scenes of startling brutality as well as moments which inhabit the gentler, more intimate realm of people's lives. Written with compassion, humour and insight into the subtleties of character, the novel explores the abiding strength and fragility of the human spirit. A Fine Balance confirms Rohinton Mistry's reputation as one of the most gifted fiction writers of today.",140003065X
"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",,031612558X
Just Listen,"Last year, Annabel was ""the girl who has everything"" — at least that's the part she played in the television commercial for Kopf's Department Store. This year, she's the girl who has nothing: no best friend because mean-but-exciting Sophie dropped her, no peace at home since her older sister became anorexic, and no one to sit with at lunch. Until she meets Owen Armstrong. Tall, dark, and music-obsessed, Owen is a reformed bad boy with a commitment to truth-telling. With Owen's help, maybe Annabel can face what happened the night she and Sophie stopped being friends.",0670061050
"The Bone Collector (Lincoln Rhyme, #1)",,0451188454
The Partner,"John Grisham's bestselling backlist repackaged with fantastic new coversThey found him in a small town in Brazil, near the border with Paraguay. He had a new name, Danilo Silva, and his appearance had been changed by plastic surgery. The search had taken four years. They'd chased him around the world, always just missing him. It had cost their clients three and a half million dollars. But so far none of them had complained. The man they were about to kidnap had not always been called Silva. Before he had had another life, a life which ended in a car crash in February 1992. His gravestone lay in a cemetry in Biloxi, Mississippi. His name before his death was Patrick S. Lanigan. He had been a partner at an up and coming law firm. He had a pretty wife, a new daughter, and a bright future. Six weeks after his death, $90 million had disappeared from the law firm. It was then that his partners knew he was still alive, and the long pursuit had begun . . .",0385339100
The Plague,"From the Publisher: From one of the most brilliant and influential thinkers of the twentieth century-two novels, six short stories, and a pair of essays in a single volume. In both his essays and his fiction, Albert Camus (1913-1960) deployed his lyric eloquence in defense against despair, providing an affirmation of the brave assertion of humanity in the face of a universe devoid of order or meaning. The Plague-written in 1947 and still profoundly relevant-is a riveting tale of horror, survival, and resilience in the face of a devastating epidemic. The Fall (1956), which takes the form of an astonishing confession by a French lawyer in a seedy Amsterdam bar, is a haunting parable of modern conscience in the face of evil. The six stories of Exile and the Kingdom (1957) represent Camus at the height of his narrative powers, masterfully depicting his characters-from a renegade missionary to an adulterous wife-at decisive moments of revelation. Set beside their fictional counterparts, Camus's famous essays ""The Myth of Sisyphus"" and ""Reflections on the Guillotine"" are all the more powerful and philosophically daring, confirming his towering place in twentieth-century thought.",0679720219
